mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_55802,NC(=O)CC1C2CC1C2,3.99498,0.94493,0.87257,3.3599,79.96,-0.2435,0.0348,0.2783,1382.6789,0.171792,-403.131639,-403.122874,-403.12193,-403.167389,32.793
gdb_21481,c1c(nn[nH]1)C(=N)N,5.17101,1.64152,1.24725,1.1871,62.26,-0.2319,-0.0114,0.2205,892.9272,0.098527,-390.972628,-390.965864,-390.964919,-391.003692,25.239
gdb_124614,Cc1cnnn1C(C)C,2.45718,1.39362,1.11151,4.7613,81.16,-0.2421,0.0078,0.2499,1202.2259,0.170973,-399.348114,-399.338753,-399.337809,-399.38268,34.119
gdb_1432,CCC(=O)C#CC,7.74358,1.14878,1.01918,3.4237,68.17,-0.2525,-0.0431,0.2094,1147.9697,0.121957,-308.519863,-308.511019,-308.510074,-308.55588,28.716
gdb_107571,OCC12CC1OC=NC2,3.33269,1.30249,1.0772,2.9157,71.94,-0.2432,0.0293,0.2725,1125.8193,0.148642,-439.070992,-439.062792,-439.061848,-439.10398,30.888
gdb_57417,CC(C)(C1CC(=O)C1)O,3.34624,1.00476,0.92969,4.4138,79.23,-0.2335,-0.0084,0.2251,1346.3977,0.179152,-424.244548,-424.234651,-424.233707,-424.278969,37.719
gdb_121569,COCCC#CCCO,7.29258,0.38546,0.38004,1.3766,86.1,-0.2464,0.0588,0.3052,2845.683,0.179566,-424.184184,-424.172645,-424.171701,-424.224544,38.361
gdb_65889,C#CC#CC1(CCC1)O,3.56308,0.82305,0.74832,0.9673,91.58,-0.2433,-0.0241,0.2192,1535.5155,0.133737,-384.62277,-384.613583,-384.612639,-384.656915,34.397
gdb_35059,N#CC1C2CCCCC12,2.29058,1.47872,1.43554,4.0712,81.89,-0.2769,0.0278,0.3047,1068.3151,0.174456,-366.039408,-366.031522,-366.030578,-366.07178,31.024
gdb_89056,CC1CC1OCC1CO1,3.88167,0.76038,0.70965,2.2787,80.35,-0.2461,0.0836,0.3297,1670.6049,0.18044,-424.175816,-424.166105,-424.16516,-424.211783,34.931
gdb_567,COC1COC1,9.2142,2.40798,2.08586,2.1966,49.83,-0.247,0.0697,0.3167,615.1353,0.119168,-307.528446,-307.522006,-307.521062,-307.558945,21.718
gdb_2441,C1C2CC1CCC2,3.77076,3.17461,2.47627,0.0753,69.67,-0.2736,0.0815,0.3551,661.041,0.175932,-273.787799,-273.781987,-273.781043,-273.816951,24.312
gdb_82147,CC1C2OC2C1OC=O,3.24794,1.09465,0.94844,4.8956,70.0,-0.2665,0.0039,0.2703,1246.1208,0.133977,-458.940524,-458.931977,-458.931032,-458.974684,30.651
gdb_7902,CN1CC(=O)C(=O)C1,3.05318,2.00196,1.4434,3.6292,61.4,-0.2128,-0.0938,0.1191,872.2865,0.117904,-399.808083,-399.80054,-399.799596,-399.840263,27.384
gdb_7881,C1C(=O)C=C(C1=O)N,3.98667,1.77762,1.23885,4.0541,65.61,-0.2357,-0.0713,0.1644,892.8515,0.095663,-398.667582,-398.660235,-398.659291,-398.699577,26.588
gdb_119901,CC1C(CCO)C1(C)O,2.57049,0.85946,0.79118,1.713,82.72,-0.2397,0.0755,0.3152,1586.1711,0.202626,-425.409258,-425.398036,-425.397092,-425.44565,40.847
gdb_5370,CN=C1N=CNC=N1,5.32811,1.65889,1.27494,6.1921,70.7,-0.2195,-0.0347,0.1848,911.9296,0.109027,-374.926722,-374.919523,-374.918579,-374.959006,25.523
gdb_18418,O=C1CC2C(C#N)N12,3.41187,2.04685,1.68117,4.7759,58.76,-0.273,-0.0407,0.2323,766.0771,0.083876,-377.504568,-377.498055,-377.497111,-377.535461,23.837
gdb_71412,OC12CN3C1C2C31CC1,3.98253,1.32763,1.28646,2.1617,75.84,-0.2153,0.0698,0.2851,1039.9598,0.147574,-401.844197,-401.836838,-401.835894,-401.875481,30.397
gdb_70909,CC12CC3(O)CCC1C23,2.59494,1.68246,1.27414,1.1576,81.71,-0.2392,0.0773,0.3165,1074.9959,0.183305,-387.081075,-387.07291,-387.071966,-387.112994,33.443
gdb_73409,CC12CCC3C1C1C2N31,2.58952,2.25147,1.57638,1.7372,80.16,-0.2273,0.0783,0.3057,918.8471,0.173513,-365.966807,-365.959885,-365.958941,-365.997587,29.247
gdb_33980,N#CC12CC1CC21CO1,2.34832,1.74638,1.21444,5.1634,74.5,-0.2707,0.0111,0.2819,1030.4587,0.124345,-400.710009,-400.702404,-400.70146,-400.74216,29.14
gdb_108151,OCC12OC3COC1C23,3.76267,1.35191,1.18941,1.0704,67.09,-0.218,0.0605,0.2785,1051.3393,0.136353,-458.901868,-458.894411,-458.893467,-458.934095,28.853
gdb_43639,O=C1CC(C=C1)C1CC1,4.45216,0.94859,0.82348,3.6894,82.94,-0.2346,-0.0424,0.1922,1389.0564,0.160041,-385.914326,-385.906162,-385.905218,-385.947899,31.066
gdb_91040,CC1CC2N3CC3C12C,2.14158,1.76946,1.48224,1.7173,84.57,-0.2175,0.0763,0.2938,1060.6737,0.194577,-367.147263,-367.138815,-367.13787,-367.179515,34.163
gdb_95612,OC1CCCC(=O)C1=O,2.22285,1.68373,1.03938,3.5616,69.15,-0.2477,-0.0795,0.1682,1120.9648,0.135811,-459.003369,-458.995135,-458.994191,-459.036415,30.944
gdb_18100,C1CC2C=CCC2=C1,4.27359,1.99309,1.45569,0.1725,78.68,-0.2241,0.0242,0.2483,876.9953,0.156876,-310.689767,-310.683392,-310.682448,-310.720001,26.066
gdb_67940,CC12CC=CC1C(=N)O2,2.42945,1.82605,1.305,2.927,77.91,-0.2504,0.0066,0.257,1019.8808,0.148482,-401.971391,-401.963708,-401.962764,-402.003317,30.394
gdb_85236,CC1NC(=O)C2(C)OC12,2.6992,1.5947,1.14932,3.86,72.43,-0.2402,0.0133,0.2534,1094.7527,0.147213,-439.121176,-439.112555,-439.111611,-439.154131,32.517
gdb_129619,C(C#N)c1c(nno1)N,3.37288,1.31484,0.97435,1.6228,64.84,-0.2354,-0.048,0.1874,1103.0737,0.089405,-448.912534,-448.904607,-448.903663,-448.94571,28.319
gdb_21643,c1c([nH]nc1N)C#N,7.46458,1.29424,1.10445,3.4105,65.56,-0.2268,-0.0401,0.1867,976.7417,0.086693,-373.736936,-373.730085,-373.729141,-373.767853,25.261
gdb_15351,COC1CC1CC#C,5.52739,0.99016,0.93394,1.5942,74.68,-0.2481,0.0609,0.309,1276.1506,0.151304,-347.741901,-347.732911,-347.731967,-347.775956,32.336
gdb_74901,CC1=CC2CC2COC1,2.72444,1.4617,1.07298,1.062,86.48,-0.2198,0.0234,0.2432,1190.9543,0.18411,-387.083309,-387.07499,-387.074045,-387.116057,32.76
gdb_82367,OC1C2CC2CC1C=O,2.15017,1.75186,1.34193,2.1228,73.59,-0.2494,-0.0229,0.2264,1033.1596,0.159879,-423.03074,-423.022428,-423.021484,-423.064125,31.728
gdb_91477,OC1CC2CC1(C2)C#N,2.58518,1.64449,1.23847,5.1536,76.25,-0.2779,0.0313,0.3092,1035.7152,0.149543,-401.954688,-401.946921,-401.945976,-401.986731,30.567
gdb_66488,CC12CN3C4C1C4(O)C23,2.95879,1.77129,1.40137,0.4188,74.38,-0.215,0.0723,0.2873,964.0943,0.147832,-401.850316,-401.84305,-401.842105,-401.881418,30.039
gdb_97466,CN=COCCCC=O,11.93481,0.40346,0.39902,2.98,83.1,-0.2534,-0.028,0.2254,2651.9673,0.167125,-440.287548,-440.276536,-440.275592,-440.326315,36.118
gdb_102587,CCC(CO)C1CCC1,2.05105,1.11948,0.7742,1.3936,89.32,-0.2611,0.0791,0.3402,1560.7557,0.228323,-389.480127,-389.46948,-389.468536,-389.516219,39.248
gdb_111400,OCC1C(C=O)C2CN12,2.20555,1.561,1.1054,3.311,71.54,-0.2438,-0.033,0.2108,1120.9501,0.146763,-439.031542,-439.022848,-439.021903,-439.065654,31.739
gdb_9470,OC1(CNC1=N)C=O,3.21549,1.76742,1.57918,4.3274,60.9,-0.2498,-0.0447,0.2051,850.1613,0.106358,-415.850581,-415.843014,-415.842069,-415.882429,27.781
gdb_34469,N#CC12OCC3CC1C23,3.63265,1.52213,1.2815,5.2432,73.0,-0.252,0.0135,0.2654,977.3001,0.126359,-400.72769,-400.720955,-400.720011,-400.758732,26.904
gdb_95745,OC1CNCC(=C1)C#N,2.89958,1.16692,0.87105,3.9815,77.65,-0.2405,-0.0453,0.1952,1276.758,0.137708,-418.019378,-418.010965,-418.01002,-418.052529,31.4
gdb_36342,C#CCC1NC11COC1,5.34398,0.79559,0.75883,1.5196,78.6,-0.246,0.0476,0.2936,1494.2716,0.146159,-401.857913,-401.849021,-401.848076,-401.892272,32.6
gdb_79484,CN1C2C3CC2C13C#C,2.31222,1.92235,1.25273,1.1991,83.79,-0.2157,0.0253,0.2409,1037.1487,0.146545,-364.677673,-364.669799,-364.668854,-364.709664,31.392
gdb_49044,N=C1OC2CCC12C=O,2.18104,1.74978,1.28924,2.5688,70.5,-0.2595,-0.0391,0.2203,1019.0661,0.123781,-437.874069,-437.866049,-437.865105,-437.907635,29.059
gdb_58743,CC(O)C12CC(O)(C1)C2,3.56472,1.05861,0.97174,1.228,78.88,-0.2592,0.0703,0.3295,1290.0358,0.181225,-424.180607,-424.171328,-424.170384,-424.214329,36.135
gdb_32173,c1cnc(cc1CO)O,3.89245,1.07809,0.84987,2.3723,74.85,-0.2288,-0.0176,0.2112,1284.2807,0.125826,-437.95039,-437.94232,-437.941376,-437.984106,29.898
gdb_95544,CC1CCC=CC2CC12,2.27961,1.62858,1.06818,0.3626,91.51,-0.2236,0.0273,0.2509,1212.9297,0.208314,-351.159743,-351.15123,-351.150286,-351.192623,34.257
gdb_50702,O=CC1NCCN2CC12,2.98961,1.38622,1.08299,1.5318,76.44,-0.2237,-0.0263,0.1974,1131.4276,0.1609,-419.178198,-419.170252,-419.169308,-419.210887,30.529
gdb_38772,C1C2NC2C=CC2OC12,3.09399,1.59833,1.18092,3.0259,76.15,-0.2514,0.0015,0.2529,1035.2255,0.15038,-401.905375,-401.898382,-401.897437,-401.936515,28.613
gdb_36272,N#CCC1C2C3CC3C12,4.45373,0.96219,0.89724,4.4807,79.71,-0.2248,0.0374,0.2622,1304.5549,0.148553,-364.742032,-364.734254,-364.73331,-364.774984,30.244
gdb_64197,CC1(COC12COC2)C,2.45934,1.39039,1.3186,2.6697,77.51,-0.2469,0.0686,0.3155,1123.5531,0.181187,-424.191456,-424.18235,-424.181406,-424.225513,34.395
gdb_95596,CC1CCOC(=N)C1=O,2.29903,1.70173,1.02005,4.9798,74.52,-0.2522,-0.0607,0.1915,1151.8096,0.147811,-439.116604,-439.108018,-439.107074,-439.150729,31.692
gdb_102100,CC1OC1C(CO)C=O,2.55511,1.10572,0.92304,4.032,72.43,-0.2483,-0.0179,0.2304,1328.9626,0.155834,-460.140669,-460.130608,-460.129664,-460.176222,35.433
gdb_132184,CC1=CC(=N)C=C(F)O1,1.96084,1.79754,0.94331,2.3342,73.97,-0.2241,-0.0212,0.2029,1163.9998,0.112448,-461.948479,-461.940759,-461.939815,-461.980804,29.132
gdb_6791,NCC[NH2+]CC([O-])=O,4.88209,0.83568,0.80633,5.2312,64.8,-0.2466,0.0211,0.2676,1434.7554,0.154561,-418.274516,-418.265425,-418.264481,-418.309485,31.691
gdb_71173,CC12CC3C(C1C#C)N23,2.65875,1.6089,1.33296,1.2206,80.69,-0.2479,0.0372,0.2851,1027.5486,0.147219,-364.72827,-364.720336,-364.719391,-364.760365,31.415
gdb_73868,CC1=C(CC=CCC1)C,2.2657,1.49872,0.97613,0.2205,93.88,-0.2165,0.0236,0.2401,1296.4924,0.205955,-351.172253,-351.162636,-351.161692,-351.206703,36.597
gdb_114293,CCN1CC2C(C#N)C12,2.4338,1.39995,1.07918,3.5203,80.49,-0.2202,0.0274,0.2476,1184.549,0.159515,-382.038637,-382.029981,-382.029037,-382.072187,32.316
gdb_112467,COC1OC(=O)CC=C1,2.50358,1.47993,1.0307,3.3286,71.03,-0.2634,-0.0048,0.2586,1161.1419,0.13539,-458.997836,-458.989277,-458.988333,-459.03221,30.663
gdb_48046,C(C#CC=O)OCC#N,7.75186,0.46318,0.43947,3.1437,76.02,-0.2789,-0.0743,0.2046,2263.9829,0.097571,-436.646217,-436.636449,-436.635505,-436.683123,31.188
gdb_53701,CC#CCCCCC#C,10.17162,0.40654,0.39568,0.8247,95.25,-0.243,0.0558,0.2988,2697.2984,0.178901,-349.907567,-349.896058,-349.895114,-349.947461,39.085
gdb_101887,CC(CO)CCCC=O,5.46294,0.4809,0.45991,3.356,84.17,-0.248,-0.0192,0.2288,2335.2173,0.202466,-425.437861,-425.426376,-425.425432,-425.476199,39.614
gdb_39658,C1CC2C1C2C1COC1,3.97382,0.99408,0.94704,2.1876,81.88,-0.2406,0.0831,0.3237,1325.2044,0.184101,-387.031623,-387.023443,-387.022499,-387.065679,30.96
gdb_85077,CC1OC(=N)C(O)C=C1,3.0375,1.36621,0.99352,3.4977,75.12,-0.2588,-0.004,0.2548,1184.9488,0.147465,-439.104263,-439.095841,-439.094897,-439.137425,32.392
gdb_77661,CC1C2(O)CNC12C=O,2.18225,1.411,1.26353,4.0106,76.47,-0.2164,-0.0234,0.193,1115.7699,0.145876,-439.04789,-439.03876,-439.037815,-439.081525,33.673
gdb_97217,CN=C1CCCN1C=O,1.86918,1.77958,0.96046,2.0084,80.5,-0.246,-0.0156,0.2304,1230.3186,0.160546,-419.249658,-419.240938,-419.239994,-419.283362,32.02
gdb_40005,C1CC11CC2CC1C=C2,3.1539,1.56053,1.47375,0.149,85.87,-0.2313,0.0226,0.2539,1009.0417,0.185928,-349.951086,-349.944076,-349.943132,-349.982063,30.23
gdb_55770,NC(=O)CC12CCC1O2,3.86359,1.03961,0.95901,3.2053,72.21,-0.2389,0.03,0.269,1258.9889,0.147148,-439.087235,-439.078551,-439.077607,-439.121574,32.458
gdb_14656,CCC#CC#CC#C,19.60527,0.56028,0.54841,1.6607,106.17,-0.231,-0.0452,0.1858,1948.0414,0.104834,-308.205763,-308.196919,-308.195975,-308.239458,30.886
gdb_76909,CC1(C)C(O)C1C1CO1,2.73156,1.21945,1.14819,2.6907,78.96,-0.2276,0.0766,0.3041,1211.7069,0.180594,-424.189978,-424.180332,-424.179388,-424.22418,36.327
gdb_58168,CC(C)N(C)C(=O)C#C,2.9486,1.04224,0.91886,3.5207,84.75,-0.2413,-0.0223,0.2189,1368.7712,0.167623,-403.144652,-403.133841,-403.132897,-403.181218,38.359
gdb_103474,CCC1(O)C2OCC12O,2.43198,1.48654,1.12535,1.9459,71.2,-0.219,0.0492,0.2682,1142.4754,0.156774,-460.10646,-460.097211,-460.096267,-460.140056,35.219
gdb_123205,COCCCNCC#N,10.62566,0.40409,0.39441,4.9364,82.39,-0.2485,0.0219,0.2704,2662.8206,0.181118,-420.393644,-420.382687,-420.381743,-420.431383,36.763
gdb_20067,C1CC1C1CCOC1,5.05457,1.24404,1.06989,1.7164,74.66,-0.2378,0.0861,0.3239,1136.9242,0.178662,-348.995879,-348.987919,-348.986975,-349.029377,29.282
gdb_94809,CC1OCC2(CC2)C1C,2.77677,1.32156,1.12986,1.3908,85.34,-0.2393,0.085,0.3244,1219.374,0.20573,-388.29115,-388.281841,-388.280897,-388.324976,36.016
gdb_15049,CCC(C#N)N1CC1,2.28904,1.98641,1.12648,4.2103,72.67,-0.2561,0.0275,0.2836,1063.2497,0.153151,-343.967019,-343.95839,-343.957446,-344.000407,31.034
gdb_124993,Cc1c(onn1)CCO,3.13742,0.99466,0.79473,3.5589,71.71,-0.2575,-0.032,0.2256,1404.6849,0.134262,-455.128892,-455.11955,-455.118606,-455.164455,32.207
gdb_102385,CCC(CO)(NC)C#N,1.69157,1.53594,1.07105,2.5907,78.84,-0.2506,0.0248,0.2754,1261.0362,0.181049,-420.407471,-420.396612,-420.395668,-420.443174,38.997
gdb_98416,CNC(=O)C1(C)CC1C,2.2295,1.22732,1.08551,3.193,83.85,-0.237,0.0341,0.2711,1305.2889,0.192304,-404.37854,-404.367723,-404.366779,-404.414952,38.752
gdb_29210,NC1=CC(=N)OC=C1O,3.19927,1.39054,0.96975,5.0305,75.59,-0.1862,-0.0222,0.164,1134.1876,0.113367,-453.97411,-453.966022,-453.965078,-454.006357,31.486
gdb_62227,CC(CCCC=O)C#N,4.81479,0.53755,0.50158,2.297,81.48,-0.2594,-0.0308,0.2286,2099.8495,0.168474,-403.181557,-403.170947,-403.170003,-403.218971,36.218
gdb_5174,c1c([nH]cn1)NC=O,5.94678,1.46031,1.17241,6.6073,63.22,-0.2079,-0.0026,0.2053,935.1082,0.097672,-394.833774,-394.826818,-394.825873,-394.865689,24.896
gdb_66114,NC1(CCC2NC12)C#N,2.60921,1.4868,1.3282,4.1921,74.84,-0.2449,0.0257,0.2706,1039.3342,0.150293,-398.123201,-398.115179,-398.114235,-398.155506,31.426
gdb_120010,CCCN1C(C)CC1=O,2.30022,1.08525,0.79897,3.7576,84.92,-0.2373,0.0386,0.2759,1516.5689,0.193231,-404.387395,-404.377227,-404.376282,-404.423348,36.578
gdb_86466,CC1CC(O)CC(O)C1,1.60836,1.59152,0.85005,1.8879,81.92,-0.2526,0.0721,0.3247,1399.4495,0.206011,-425.450054,-425.440419,-425.439475,-425.483837,37.615
gdb_114260,OCC1CC2(COC2)O1,4.23982,0.9246,0.89216,1.7995,71.35,-0.2537,0.0541,0.3078,1348.8913,0.15864,-460.116823,-460.10815,-460.107206,-460.151199,31.86
gdb_43734,N=C1CC2(CCOC2)O1,4.45166,1.06773,1.0313,2.5821,73.2,-0.2541,0.0253,0.2794,1199.5037,0.148786,-439.090819,-439.083017,-439.082073,-439.124055,29.644
gdb_71839,CC12NC3C=CC1C23O,2.44495,1.80838,1.5388,1.1839,76.68,-0.2112,0.0114,0.2225,962.6661,0.148134,-401.895321,-401.887631,-401.886687,-401.926825,31.275
gdb_111586,OCC1C2CC3CC1N23,3.21362,1.3565,1.24006,2.863,77.03,-0.219,0.0661,0.2851,1087.6575,0.173134,-403.083036,-403.075332,-403.074388,-403.115452,30.365
gdb_129574,NC(CO)C1=NNC=N1,3.99107,1.00608,0.87724,3.8651,69.6,-0.2246,0.0074,0.232,1300.1324,0.138374,-451.334209,-451.325491,-451.324547,-451.368409,31.454
gdb_10845,C1C(CNC(=O)N1)O,4.82586,1.48886,1.18243,3.8102,61.16,-0.2385,0.0532,0.2916,965.61,0.133012,-417.103899,-417.09621,-417.095266,-417.13594,28.471
gdb_3124,O=CC12CC1OC2,5.54947,2.27223,1.85868,2.5431,55.79,-0.25,-0.0287,0.2213,670.5929,0.101207,-344.416076,-344.409974,-344.409029,-344.446067,22.28
gdb_14638,CC#CCC#CC#N,5.84018,0.69396,0.62505,5.2812,79.87,-0.2681,-0.0412,0.2268,1678.834,0.093646,-324.289287,-324.280381,-324.279436,-324.32494,29.139
gdb_100149,CC(O)(CO)COC=N,3.58147,0.85236,0.83065,1.6514,73.47,-0.2591,0.0198,0.2789,1460.0592,0.168362,-477.414207,-477.403762,-477.402817,-477.450043,37.795
gdb_71858,CC12CC3CC(=O)C1N23,3.02715,1.59217,1.28056,2.7696,76.05,-0.2424,-0.0205,0.2219,1023.9294,0.148635,-401.947327,-401.939893,-401.938949,-401.978998,29.55
gdb_53379,CC#CC1CCC(O)C1,3.63157,0.77586,0.7259,1.2951,88.13,-0.2359,0.0646,0.3006,1664.3937,0.182239,-387.083111,-387.073164,-387.07222,-387.120391,35.798
gdb_114865,CCC1CC2CCC2O1,2.68587,1.29909,1.19614,1.3955,84.31,-0.2369,0.0767,0.3136,1208.0446,0.207375,-388.296074,-388.287374,-388.286429,-388.32961,33.886
gdb_117341,CCNC(=O)OC(C)C,3.78278,0.74337,0.71204,2.2261,81.1,-0.2467,0.0662,0.3129,1748.0374,0.191847,-441.548205,-441.537006,-441.536062,-441.586621,39.154
gdb_23891,CNC(C)C(F)(F)F,3.0675,1.47323,1.25823,2.6062,53.97,-0.2322,0.0767,0.3089,1001.2531,0.125968,-511.426416,-511.417621,-511.416677,-511.460099,31.147
gdb_38909,C1CC2CC3NC3C2=C1,3.45921,1.48063,1.1695,1.4994,85.09,-0.2232,0.0194,0.2426,1090.2209,0.174837,-366.004211,-365.997184,-365.99624,-366.035507,29.195
gdb_35900,C#CC1COCC2OC12,2.8016,1.5421,1.22744,2.6665,73.46,-0.2527,0.0469,0.2996,1041.9696,0.136108,-421.767151,-421.759364,-421.75842,-421.79957,29.97
gdb_73121,CC12CCC1CC1CC21,2.28815,1.7279,1.51943,0.2301,87.5,-0.2566,0.0822,0.3388,1054.9403,0.208049,-351.150962,-351.14298,-351.142036,-351.182789,33.343
gdb_68991,CC12CC1(CC2)N1CC1,2.80374,1.37689,1.11752,0.8881,87.48,-0.2125,0.0883,0.3008,1198.0972,0.19393,-367.154392,-367.145521,-367.144577,-367.188062,34.583
gdb_61159,CN(CC#N)C(=N)C=O,3.21337,1.00139,0.87303,4.8299,72.43,-0.2588,-0.085,0.1738,1311.6187,0.12296,-434.073312,-434.063785,-434.062841,-434.108649,32.566
gdb_103927,CCC1(C)CC2(O)CC12,3.06579,1.10591,1.02712,1.1401,85.61,-0.2448,0.0815,0.3263,1311.4008,0.204014,-388.26665,-388.256875,-388.255931,-388.300522,38.273
gdb_33858,N#CC12CC1C1CC1C2,3.95074,1.27409,1.13952,4.4311,79.7,-0.2631,0.027,0.2902,1094.183,0.150114,-364.812571,-364.805286,-364.804342,-364.844113,29.413
gdb_100618,CCC(C)C(C#N)C#N,2.08609,1.20994,0.80909,4.683,80.41,-0.3327,-0.0086,0.3241,1415.3659,0.157751,-382.102684,-382.092457,-382.091512,-382.138321,36.077
gdb_83946,CC1C2CCCC1C2O,2.10193,1.61436,1.37145,1.3448,84.03,-0.2483,0.0781,0.3265,1117.3103,0.208357,-388.290729,-388.282197,-388.281253,-388.32316,34.535
gdb_8483,CC1CC2(C)CC12O,2.99451,1.84889,1.45551,1.0296,75.41,-0.2357,0.0795,0.3153,969.3101,0.175637,-348.984135,-348.975428,-348.974484,-349.016516,33.419
gdb_105331,NCC1(NC2CC12)C#N,2.33906,1.56337,1.17129,4.1077,75.92,-0.2384,0.0228,0.2612,1101.4873,0.148888,-398.079686,-398.071168,-398.070224,-398.112689,32.462
gdb_19341,O=CC12CC1C1CC21,4.06096,1.8324,1.51561,3.2701,70.42,-0.2236,-0.0157,0.2079,852.0211,0.130462,-346.547035,-346.54035,-346.539406,-346.577742,26.403
gdb_126295,CCc1cc(=O)onc1,3.37165,1.13719,0.90828,5.8904,74.9,-0.2657,-0.0815,0.1842,1266.5471,0.123907,-437.900406,-437.89225,-437.891306,-437.933794,29.783
gdb_53266,CC#CC1NC11COC1,3.67264,0.84976,0.75571,1.8062,82.89,-0.2369,0.0326,0.2695,1541.4599,0.146246,-401.86887,-401.85955,-401.858606,-401.9046,32.682
gdb_113410,OCC1NC11C2CC1O2,4.40219,0.99715,0.93117,1.9595,72.76,-0.2406,0.0694,0.31,1274.3924,0.147417,-438.966299,-438.958304,-438.957359,-438.999242,30.78
gdb_27960,c1cnc(nc1C=O)N,3.14405,1.35442,0.94684,2.7765,74.57,-0.2391,-0.0807,0.1584,1146.1108,0.102549,-432.939234,-432.9316,-432.930656,-432.971597,28.112
gdb_125644,Cc1c2c([nH]n1)CCC2,3.0981,1.48753,1.0346,2.3342,82.3,-0.217,0.0329,0.25,1164.0668,0.162751,-382.111442,-382.103455,-382.102511,-382.143996,30.471
gdb_54672,CC(=O)C1=CCOC1=O,2.84215,1.44425,0.96906,2.8341,69.15,-0.2605,-0.0807,0.1797,1144.9379,0.111594,-457.833581,-457.825374,-457.824429,-457.867255,29.24
gdb_44339,N=C1OC2C3C=CC2C13,4.53722,1.46162,1.4049,2.7489,74.62,-0.238,-0.0205,0.2175,934.1148,0.127338,-400.729063,-400.723011,-400.722067,-400.759233,25.652
gdb_24196,C1C2CN1C1=C2N=CO1,4.21988,1.6636,1.43927,1.4122,69.79,-0.2155,0.0007,0.2163,886.4413,0.116215,-416.737221,-416.731258,-416.730314,-416.768047,23.966
gdb_21278,Cn1ccc(n1)OC,4.67485,1.53255,1.1712,1.9955,68.54,-0.2084,0.0311,0.2394,1010.7672,0.131276,-379.935454,-379.927467,-379.926523,-379.968443,28.002
gdb_62339,CC1(C#C)C2OC(=N)C12,3.96857,1.13733,1.08794,2.1391,78.67,-0.2521,-0.004,0.2481,1141.1115,0.122195,-400.684115,-400.675746,-400.674802,-400.716822,31.924
gdb_18716,CC1CCCC2OC12,3.09484,2.07809,1.43911,1.7369,73.95,-0.2566,0.0826,0.3392,932.1291,0.179064,-349.013386,-349.005926,-349.004982,-349.044792,29.443
gdb_95754,CC1CC(C)(C)OCO1,2.5724,1.29686,1.10143,1.8242,81.78,-0.2564,0.0799,0.3363,1252.5027,0.205095,-425.448378,-425.438896,-425.437952,-425.481757,37.19
gdb_100792,COC(C)C(O)C1CC1,2.50124,1.0044,0.90232,2.2671,82.51,-0.2514,0.0805,0.332,1466.8514,0.203506,-425.404164,-425.393447,-425.392503,-425.440347,39.051
gdb_70456,CC12CC1CC2CC#N,3.38383,1.00291,0.89799,4.3476,83.48,-0.2608,0.0392,0.2999,1352.1484,0.170989,-366.008779,-365.999866,-365.998922,-366.042671,33.575
gdb_83174,CC1C2NCC(=O)NC12,2.90956,1.37549,1.19555,3.8667,76.23,-0.2165,0.0336,0.25,1106.9179,0.161601,-419.225038,-419.216775,-419.215831,-419.257942,31.825
gdb_20755,Cc1ncc(=O)on1,5.74866,1.64869,1.29148,3.4462,59.63,-0.267,-0.1078,0.1592,872.9301,0.083204,-414.657993,-414.651265,-414.650321,-414.68911,24.232
gdb_45372,O=C1CC2COC(C2)O1,2.99914,1.63145,1.42391,4.8269,66.65,-0.2609,0.0089,0.2697,950.2923,0.138933,-459.018865,-459.012048,-459.011104,-459.050359,26.953
gdb_55418,CC(=O)N1CCOC1=N,2.71599,1.54038,1.00748,2.791,71.43,-0.2512,-0.0025,0.2487,1138.011,0.136819,-455.203427,-455.194917,-455.193973,-455.237096,30.652
gdb_89508,CC1OC2(C)CCC=C12,2.47169,1.61844,1.2026,1.3019,84.68,-0.2326,0.0088,0.2415,1132.777,0.18209,-387.075537,-387.066841,-387.065896,-387.108347,34.067
gdb_21471,N=COC1=NNC=N1,8.21766,1.28138,1.11324,5.4837,58.66,-0.2524,-0.0103,0.242,978.2787,0.086132,-410.854897,-410.848251,-410.847307,-410.886648,23.069
gdb_93929,CC1C[NH2+]C(C1)C([O-])=O,3.43588,1.09731,0.93362,5.3503,73.95,-0.2452,0.019,0.2642,1289.8975,0.172979,-440.334365,-440.325697,-440.324753,-440.368662,32.518
gdb_53322,CC#CC1CC2C(C)N12,3.1326,1.04811,0.90665,1.7855,88.18,-0.222,0.0394,0.2613,1378.718,0.169925,-365.941725,-365.932178,-365.931234,-365.977589,34.562
gdb_50584,O=CC1COC2CC2N1,3.66437,1.18931,0.99723,2.3731,71.45,-0.2214,-0.0365,0.1849,1179.2996,0.148219,-439.055851,-439.047832,-439.046888,-439.088831,30.409
gdb_71625,CC12CC3C1COCC23,2.68039,1.60875,1.51528,1.3883,82.27,-0.2415,0.0864,0.3279,1017.0311,0.184877,-387.054103,-387.04657,-387.045625,-387.085668,30.742
gdb_17745,CC12CC3C4C(C14)N23,3.88697,2.60449,2.13663,1.7056,70.19,-0.2191,0.0878,0.3069,712.5228,0.143687,-326.642328,-326.636322,-326.635378,-326.671898,25.191
gdb_10222,CCC(CO)COC,3.01304,1.14721,0.88504,3.0105,75.67,-0.2454,0.0781,0.3235,1374.1126,0.198651,-387.33207,-387.321817,-387.320873,-387.367579,36.132
